日期,,1号线,2号线,3号线,4号线,5号线,6号线,7号线,8号线,9号线,10号线,11号线,12号线,13号线,16号线,备注,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.5.16,11027555,1339418,1718896,601892,921192,163542,460531,892797,1092190,955864,850617,844977,621009,379731,184899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.5.16,7912611,1004650,1199259,429341,616547,120713,321228,603926,827003,655845,648389,670315,402867,260557,151971,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.5.16,6764589,863263,1030849,384615,512583,102337,276800,494524,718103,544620,552754,583638,342391,223229,134883,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.5.16,10206560,1239766,1554864,568618,874275,152482,437270,809095,1001214,891667,778790,793116,585537,360244,159622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.5.16,10361640,1253767,1591302,573640,884550,152458,445970,819903,996363,903503,795257,819766,595693,365965,163503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.5.16,10842445,1298580,1687090,591155,909529,158422,457596,894049,1058496,941160,832206,854570,609854,374476,175262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.5.16,10758953,1290287,1680856,582152,903460,156125,455012,899214,1045678,932280,830990,834005,604843,371516,172535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.5.16,11198479,1364883,1728383,611075,929714,165786,473587,900725,1103220,970052,865673,880867,627611,382753,194150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.5.16,8404467,1057496,1258063,459899,638339,129119,336217,623671,877168,705986,701797,739624,430384,273902,172802,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.5.16,6844592,873947,1038926,398788,512741,103894,273548,489584,715397,554798,559081,602762,349061,223663,148402,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.5.16,10526953,1274544,1624616,584983,891345,157330,446957,823269,1027346,920532,817705,829794,590818,369540,168174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.5.16,10649980,1281020,1649586,584229,896609,156183,448747,837991,1038869,930227,829924,851184,600344,372046,173021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.5.16,10767283,1293119,1662617,585937,904838,157443,454151,881699,1049820,935857,828308,850166,609833,376492,177003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.5.16,10748553,1290272,1671959,580102,897694,156542,450414,882528,1048003,940097,827507,838652,604280,375553,184950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.5.16,11076009,1357105,1722862,605496,925010,164124,464051,878256,1080986,959870,859983,853334,630303,388039,186590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.5.16,6895573,879345,1035948,381199,540833,105438,280728,516974,719624,576891,556920,576007,360237,239294,126135,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.5.16,7229811,919449,1084605,414170,536588,113223,288749,521739,742619,594785,591163,654607,370606,237660,159848,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.5.16,10494234,1274135,1583635,585693,888670,156453,444059,851918,1013919,912481,800416,836120,602758,378234,165743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.5.16,10627623,1284103,1602957,586276,911033,154927,445732,875417,1034505,916727,808860,851966,606208,384512,164400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.5.16,10630200,1281841,1619605,584648,896660,156718,449553,862977,1033584,923810,812793,850371,606897,381576,169167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.5.16,10173976,1232034,1545855,562969,865959,150414,433808,816426,995138,885185,781910,785540,591165,371105,156468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.5.16,10482855,1284841,1589197,586111,878482,158275,442333,814361,1033154,908146,809247,824571,603798,375653,174686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.5.16,6815477,868167,1005987,379429,525727,104215,279614,512617,728311,560257,550268,578846,357081,240769,124189,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.5.16,6522827,832083,989558,374268,489761,101304,261961,481705,669226,526403,535294,573643,332643,221367,133611,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.5.16,10469433,1272874,1567239,585374,882896,157378,444696,832336,1022427,917251,801212,833601,605325,377466,169358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.5.16,10273326,1241731,1544996,564398,868913,150371,436513,819442,1008841,893064,788761,822161,596534,376714,160887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.6.16,9937941,1191563,1527215,542887,840240,143816,423213,810290,976637,857743,756804,770769,573756,374072,148936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.6.16,10555086,1274206,1611769,576565,884309,155205,449781,854306,1030002,921546,813359,829694,605009,377919,171416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.6.16,10240064,1249351,1574642,559169,863435,150408,434290,820625,989592,884339,779095,801868,592544,373768,166938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.6.16,7545356,962943,1138675,413669,568739,114335,306008,562280,791573,624003,624427,649994,388495,257855,142360,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.6.16,7320767,927992,1114017,402799,532684,113770,293409,525797,748796,598745,601511,682022,373728,241281,164216,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.6.16,10345739,1259119,1557376,572069,877643,155796,440882,814960,1010138,909804,790734,818568,599548,371496,167606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.6.16,10305627,1255124,1554415,567992,876371,151583,434118,806776,1007387,897425,791478,828115,596118,370181,168544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.6.16,10912309,1367073,1669917,603963,911080,167224,454259,832024,1050566,938868,843215,876747,619097,381431,196845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.6.16,7433626,943019,1208869,390732,512101,113922,272787,540565,736726,618741,661093,670913,358015,234315,171828,端午,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.6.16,7641300,958184,1223930,399450,522993,112235,281451,557424,772813,645641,670973,702493,368017,248122,177574,端午,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.6.16,6993071,903941,1089157,408811,521135,105514,267957,482819,705122,564467,577052,640767,347853,223192,155284,端午,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.6.16,8383493,1027384,1278666,484163,700850,126131,351715,652654,815524,715064,637007,656941,489153,309264,138977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.6.16,10433580,1269301,1586030,574964,877876,156098,442603,821407,1015545,914223,802582,825713,601842,373121,172275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.6.16,10498241,1269060,1614432,570903,883190,153579,443606,848230,1022829,921973,809912,808185,600730,380243,171369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.6.16,10395997,1255063,1624716,566967,882373,150707,436378,835079,1006785,901235,806117,792424,598478,376378,163297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.6.16,10522871,1271006,1631124,570577,880277,155028,441350,825201,1022141,915450,824635,833819,605301,375868,171094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.6.16,10994070,1346055,1708415,598438,910779,166092,458496,835333,1068030,957008,866984,874170,626141,391489,186640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.6.16,8003531,1014565,1201630,433851,599464,123653,322790,584643,857432,670627,661341,685311,412185,270353,165686,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.6.16,7075593,889672,1081406,395264,519011,105719,278406,511361,755497,579763,579814,634293,358990,234282,152115,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.6.16,10213288,1235942,1554768,564220,869641,148587,435992,810952,993421,887095,781393,804146,591731,370993,164407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.6.16,10720461,1294793,1639158,581255,902077,156586,451702,867470,1046917,936594,825815,838150,614796,387567,177581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.6.16,10149489,1229649,1554316,551183,858921,149949,430740,822503,987250,880218,772609,789185,585997,367346,169623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.6.16,10630583,1290993,1621035,572243,890213,155588,449379,844926,1040815,929486,826044,830797,613916,387002,178146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.6.16,10848351,1333431,1665073,587953,903371,160772,457208,832161,1064566,941977,848885,851152,624516,390858,186428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.6.16,7245645,937552,1089145,406148,557093,108205,293376,537443,745922,595441,586594,618538,379020,255260,135908,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.6.16,7192444,922989,1130145,404833,525425,110094,284871,515906,720040,584988,605697,629124,364672,242483,151177,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.6.16,10113660,1237392,1533390,555667,850042,151692,429262,795785,980933,888050,771519,795806,588106,369961,166055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.6.16,10002446,1217956,1524859,544920,839476,149856,423996,797831,976183,873026,767125,772550,584056,371325,159287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.6.16,10320160,1253519,1587653,564009,862904,150932,430399,830510,1003799,900585,797371,797793,597364,380652,162670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.6.16,10753675,1308191,1669408,578487,889937,157388,452635,851700,1050964,936338,840148,836985,613071,391104,177319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.7.16,10926926,1355371,1718418,587938,896039,161366,445149,837851,1053285,947632,863476,859161,622531,394802,183907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.7.16,7450759,973679,1157812,401052,552423,115019,288093,535356,765087,621813,626976,622056,383352,264778,143263,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.7.16,6858808,894668,1089148,389768,499370,106193,262766,484589,697046,549292,579828,589010,345573,236019,135538,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.7.16,10609288,1303921,1636300,574841,877553,157732,439927,820170,1021829,927345,833736,840088,615750,386304,173792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.7.16,10496448,1286017,1626135,565130,876769,152636,434597,822440,1009370,918714,819093,820843,608493,388252,167959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.7.16,10699628,1303652,1677574,571026,890671,153892,446986,836270,1030495,932746,843068,831167,617190,392046,172845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.7.16,10612946,1295654,1656019,566706,877586,151241,440243,825925,1034645,927075,838096,827409,611525,388657,172165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.7.16,11038621,1366468,1742159,588980,907627,160082,453820,838567,1084871,954085,875663,855739,630618,402137,177805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.7.16,7615135,986686,1192421,405810,557360,114210,296054,545549,803459,628439,649729,643157,386924,265616,139721,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.7.16,6560348,846721,1042404,360605,480105,99442,250130,459545,676530,524871,567016,576730,326625,223043,126581,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.7.16,10338930,1268787,1585663,559661,863541,151406,433265,799733,1003583,905893,807057,813979,600824,382742,162796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.7.16,10791795,1317816,1680398,576308,898798,156189,451003,832734,1039648,944988,851635,843950,625185,399802,173341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.7.16,10679652,1307563,1650681,569549,888204,154253,446692,831410,1038612,938422,838542,831442,620920,396143,167219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.7.16,10269179,1256390,1594555,548236,858425,147951,428845,799515,995065,898566,805786,795695,597035,382341,160774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.7.16,10934458,1352432,1722441,581576,903588,158904,452497,825475,1058329,950775,876756,844711,632744,405538,168692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.7.16,8087911,1044816,1289814,427203,588493,120032,313995,562645,830647,676489,702435,685248,416874,281572,147648,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.7.16,7454755,959013,1206899,412076,521954,110326,281781,504267,757157,609784,657890,659480,372734,252726,148668,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.7.16,10802078,1318213,1674992,576685,896995,155733,451495,822116,1043741,948374,855795,861179,629909,391673,175178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.7.16,10784353,1313749,1691961,571302,895873,153718,449451,821819,1041147,946549,856290,842550,629392,401533,169019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.7.16,10745020,1301001,1717173,566231,895090,151433,441911,818990,1037408,936787,858344,833788,624862,396843,165159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.7.16,10507769,1267869,1698886,549990,869674,146480,426970,814976,1011118,913715,838371,809502,609933,389260,161025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.7.16,10796920,1317824,1747963,561309,899513,151450,435063,827237,1044133,931205,861564,834103,626531,395300,163725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.7.16,7207482,919484,1152703,372090,532577,102827,282360,525667,761899,601745,609586,592086,372828,255513,126117,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.7.16,6352786,807777,1041813,339204,460684,90206,244348,447323,659381,515483,548907,540766,319067,219320,118507,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.7.16,10339268,1255716,1597847,547771,863567,148146,435077,792681,1005284,909681,815314,813984,606706,382736,164758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.7.16,10282134,1238178,1600932,539247,860197,145206,432337,793503,1002480,907577,805833,798746,608078,389095,160725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.7.16,10193102,1223715,1594044,532952,854047,142259,429163,794215,991650,898644,800726,787661,601865,385800,156361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.7.16,10146197,1220135,1604115,526524,840915,140081,419271,835614,978189,888111,788835,777957,591658,378821,155971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.7.16,10627886,1283763,1707162,548078,878412,145685,441605,871715,1022642,922897,833217,805247,615300,389425,162738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.7.16,7530133,938741,1237300,390041,549774,103831,289902,608731,777514,622757,630383,607993,384667,258853,129646,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.7.16,6900691,865395,1141616,368442,488123,96944,265952,511802,691452,560746,599133,601714,342620,235831,130921,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.8.16,10425564,1267132,1618002,549536,863465,147715,435420,796145,1012226,917724,826198,825399,610167,386748,169687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.8.16,10415922,1265124,1613617,544687,864007,145862,434687,800562,1021456,919464,819436,814411,613912,393853,164844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.8.16,10386712,1254496,1627674,541553,858581,145897,435037,802325,1000548,912396,824319,812627,611865,394335,165059,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.8.16,10242380,1239551,1610645,540086,845067,142646,428060,804371,990237,893165,808295,796639,597868,383354,162396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.8.16,10877360,1327620,1739992,566851,891903,151260,448280,837950,1048760,942812,877062,844065,627541,401320,171944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.8.16,7653243,981774,1236155,393532,544254,108671,296674,550850,788161,643936,663063,643651,392784,267473,142265,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.8.16,6929919,891325,1143041,367853,484983,98753,260921,471451,704200,562826,614030,607303,346396,238969,137868,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.8.16,10540625,1283529,1639516,559497,870432,148133,436434,801007,1020333,927689,835784,839617,615445,390940,172269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9.8.16,10857063,1322803,1726879,560898,880995,150894,444490,820942,1055918,961626,866931,848354,631325,411773,173235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.8.16,10483455,1269659,1640576,551602,867162,146358,436382,796245,1017946,922349,832632,824311,614634,393998,169601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11.8.16,10382638,1255238,1632106,544425,855356,143157,431717,788535,1006301,913795,825886,820081,607708,390324,168009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12.8.16,10685757,1307787,1702930,557838,877021,147554,442484,799916,1030877,930399,860255,838871,621688,395433,172704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13.8.16,7531800,957184,1214272,390792,542949,104395,290441,523287,804931,631748,646195,631201,386747,267095,140563,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14.8.16,6816802,873534,1121555,356909,482149,95969,259735,465290,707450,557116,595564,592210,337342,236463,135516,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15.8.16,10396090,1262334,1615909,549827,861079,146665,432000,795826,1003626,915216,820844,829050,606974,386252,170488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16.8.16,10423455,1261179,1637677,543199,861402,144687,432339,804533,1007205,916454,825179,815651,610802,395407,167741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17.8.16,10435870,1252260,1639590,547107,860040,143143,432578,833353,1017439,907430,818766,812749,612017,392326,167072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18.8.16,10512673,1268060,1659977,546210,860147,142940,432376,846317,1019052,914876,831184,818000,611181,394498,167855,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19.8.16,10625165,1297497,1694340,548583,876259,145248,434189,834760,1026918,917173,845839,824744,616379,394339,168897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20.8.16,7425504,937503,1203481,388736,536096,100112,284522,563171,789718,607733,623464,610964,380621,263664,135719,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21.8.16,6849158,874883,1136898,362341,483148,95656,257120,504490,700008,554120,586311,586466,340261,233626,133830,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22.8.16,10416738,1259217,1626101,551025,855831,147099,433063,823388,1000897,911367,820655,824796,606603,384921,171775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23.8.16,10534398,1277080,1651388,547742,880970,147109,435294,835764,1013420,916084,826440,823543,613769,396746,169049,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24.8.16,10438128,1258936,1658387,545545,861705,144692,433117,811310,1004270,909822,827498,810406,609062,391105,172273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.8.16,10381638,1257046,1646652,544076,855946,144626,428963,813043,1001216,900386,820157,803477,605449,389995,170606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.8.16,10631882,1303836,1699138,559937,871284,146995,437707,813852,1024046,917534,848182,823216,618659,393804,173692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.8.16,7596738,982629,1195698,399988,552468,107256,294378,544516,798907,626173,643236,638667,399271,264653,148898,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.8.16,6980627,896815,1122847,384483,498969,98902,267734,489143,723502,560198,595970,604283,354853,233736,149192,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.8.16,10302754,1254704,1594791,553991,854402,145330,430670,789449,996806,900016,808149,813512,606071,380828,174035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.8.16,10314005,1250976,1597660,548457,859391,143759,434610,804188,1007876,896363,807237,799528,606203,386088,171669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.8.16,10264240,1232114,1584157,544701,852667,144213,433140,816223,1010041,894402,798222,791331,602124,386558,174347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.9.16,10323937,1238999,1600700,546783,851569,142997,430576,823225,1006160,897640,810932,812474,605846,383334,172702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.9.16,10759275,1307181,1680853,569265,886307,151571,449955,832458,1040966,928502,855647,848842,626107,395364,186257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3.9.16,7526459,959349,1175713,403769,557244,109429,294516,547950,760661,629650,649781,622061,398080,264163,154093,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.9.16,6724520,854589,1066097,368419,489306,102069,265550,473741,668838,548967,578912,582889,345464,229616,150063,――,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5.9.16,10326776,1247855,1574221,557200,859789,147938,438633,805484,993790,902019,807773,826363,610629,383856,171226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.9.16,10271836,1246454,1575342,553903,856084,146338,433390,807527,991596,894286,804416,805255,608097,384820,164328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7.9.16,9915262,1197745,1525731,536641,833461,140734,418329,785490,952895,860673,772398,766179,591518,377349,156119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8.9.16,10506963,1256515,1638579,561808,870360,151326,438642,849114,1019497,906042,822093,810422,617246,387201,178118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
